amsmtFclty,appnNtfcDate,cltrFclty,cnvnncFclty,etcFclty,institutionNm,insttCode,insttNm,latitude,lnmadr,longitude,manageNo,mvmFclty,parkAr,parkNm,parkSe,phoneNumber,rdnmadr,referenceDate
어린이놀이터,2007-01-04,,벤치,,경기도 성남시 중원구 도시미관과,3780000,경기도 성남시,37.418458,경기도 성남시 중원구 여수동 579,127.134346,41133-00026,야외운동기구,1512,여수지구5호(사각사각)공원,어린이공원,031-729-6452,,2025-11-11
어린이놀이터,2002-10-24,,벤치+파고라,,경기도 성남시 중원구 도시미관과,3780000,경기도 성남시,37.455359,경기도 성남시 중원구 은행동 1409,127.165371,41133-00027,,2428.4,은행2동(달빛)공원,어린이공원,031-729-6452,경기도 성남시 중원구 은행로 33,2025-11-11
어린이놀이터,2007-08-20,,벤치+파고라,,경기도 성남시 중원구 도시미관과,3780000,경기도 성남시,37.457073,경기도 성남시 중원구 은행동 2467,127.168990,41133-00028,야외운동기구,1671.3,은행정이 공원,어린이공원,031-729-6452,,2025-11-11
어린이놀이터,2014-09-17,,벤치+파고라,,경기도 성남시 중원구 도시미관과,3780000,경기도 성남시,37.416943,경기도 성남시 중원구 여수동 614,127.136458,41133-00029,야외운동기구+배드민턴장,4501.3,종알종알 공원,어린이공원,031-729-6452,,2025-11-11
,2006-01-16,,벤치+팔각정,,경기도 성남시 중원구 도시미관과,3780000,경기도 성남시,37.437373,경기도 성남시 중원구 중앙동 549,127.149030,41133-00031,야외운동기구,1090,힐스,소공원,031-729-6452,,2025-11-11
,2008-11-26,,,,경기도 성남시 중원구 도시미관과,3780000,경기도 성남시,37.441761,경기도 성남시 중원구 금광동 653,127.163492,41133-00032,,1305.6,금상(금광1주택재개발 정비사업),소공원,031-729-6452,,2025-11-11
,2007-10-29,,,,경기도 성남시 중원구 도시미관과,3780000,경기도 성남시,37.454381,경기도 성남시 중원구 은행동 2521,127.163944,41133-00033,,119,은행제1호공원,소공원,031-729-6452,,2025-11-11
,2007-10-29,,,,경기도 성남시 중원구 도시미관과,3780000,경기도 성남시,37.454642,경기도 성남시 중원구 은행동 2515,127.164080,41133-00034,,173,은행제2호공원,소공원,031-729-6452,,2025-11-11
,2007-10-29,,,,경기도 성남시 중원구 도시미관과,3780000,경기도 성남시,37.453975,경기도 성남시 중원구 은행동 2523,127.164559,41133-00035,,54,은행제3호공원,소공원,031-729-6452,,2025-11-11
,2007-10-29,,,,경기도 성남시 중원구 도시미관과,3780000,경기도 성남시,37.456593,경기도 성남시 중원구 은행동 2478,127.167622,41133-00037,,54,은행제5호공원,소공원,031-729-6452,,2025-11-11
,2007-10-29,,,,경기도 성남시 중원구 도시미관과,3780000,경기도 성남시,37.456752,경기도 성남시 중원구 은행동 2465,127.170250,41133-00039,,110,은행제7호공원,소공원,031-729-6452,,2025-11-11
,2007-10-29,,,,경기도 성남시 중원구 도시미관과,3780000,경기도 성남시,37.455886,경기도 성남시 중원구 은행동 2482,127.169359,41133-00040,,156,은행제8호공원,소공원,031-729-6452,,2025-11-11
,2007-10-29,,,,경기도 성남시 중원구 도시미관과,3780000,경기도 성남시,37.456788,경기도 성남시 중원구 은행동 2487,127.164168,41133-00042,,147,은행제9호공원,소공원,031-729-6452,,2025-11-11
,2007-10-29,,벤치+파고라,,경기도 성남시 중원구 도시미관과,3780000,경기도 성남시,37.454001,경기도 성남시 중원구 은행동 2525,127.165090,41133-00043,야외운동기구,1016,은행제11호공원,소공원,031-729-6452,,2025-11-11
,2007-10-29,,벤치,,경기도 성남시 중원구 도시미관과,3780000,경기도 성남시,37.455200,경기도 성남시 중원구 은행동 2509,127.167254,41133-00045,야외운동기구,1332,은행제13호공원,소공원,031-729-6452,,2025-11-11
,2007-10-29,,벤치,,경기도 성남시 중원구 도시미관과,3780000,경기도 성남시,37.456125,경기도 성남시 중원구 은행동 2473,127.170672,41133-00046,,949,은행제14호공원,소공원,031-729-6452,,2025-11-11
어린이놀이터,2005-06-24,,음수대+벤치+파고라,,경기도 성남시 수정구 도시미관과,3780000,경기도 성남시,37.426086,경기도 성남시 수정구 상적동 335-8,127.069064,41131-00022,체력단련장,1738,옛골 제2호 어린이공원,어린이공원,031-729-5452,,2025-11-11
,2008-10-17,,벤치,,경기도 성남시 수정구 도시미관과,3780000,경기도 성남시,37.451964,경기도 성남시 수정구 단대동 101-2,127.158190,41131-00041,,2025,단대지구1호(하늘빛)공원,소공원,031-729-5203,,2025-11-11
,2009-07-27,,,,경기도 성남시 수정구 도시미관과,3780000,경기도 성남시,37.455512,경기도 성남시 수정구 산성동 570-4,127.153801,41131-00142,,80.5,소공원2(산성2도시환경개선사업),소공원,031-729-5203,,2025-11-11
,2009-07-27,,,,경기도 성남시 수정구 도시미관과,3780000,경기도 성남시,37.455189,경기도 성남시 수정구 산성동 580,127.153269,41131-00143,,102.5,소공원1(산성2도시환경개선사업),소공원,031-729-5203,,2025-11-11
,2008-06-23,,,,경기도 성남시 수정구 도시미관과,3780000,경기도 성남시,37.449657,"경기도 성남시 수정구 심곡동 338-3, 338-8, 338-11",127.101125,41131-00144,,356,보호수쉼터소공원,소공원,031-729-5452,,2025-11-11
,2015-06-22,,,,경기도 성남시 수정구 도시미관과,3780000,경기도 성남시,37.447413,경기도 성남시 수정구 단대동 168-6,127.156322,41131-00145,,369.6,단대동소공원1,소공원,031-729-5203,,2025-11-11
,2015-06-22,,,,경기도 성남시 수정구 도시미관과,3780000,경기도 성남시,37.447683,경기도 성남시 수정구 단대동 171-2,127.157212,41131-00146,,198,단대동소공원2,소공원,031-729-5203,,2025-11-11
,2017-08-21,,,,경기도 성남시 수정구 도시미관과,3780000,경기도 성남시,37.455494,경기도 성남시 수정구 신흥동 6950,127.149252,41131-00147,,5181,영장산,소공원,031-729-5203,,2025-11-11
,2005-06-27,,,,경기도 성남시 수정구 도시미관과,3780000,경기도 성남시,37.434056,경기도 성남시 수정구 수진동 4763,127.124922,41131-00148,,800,수진소공원,소공원,031-729-5203,,2025-11-11
,2005-06-27,,,,경기도 성남시 수정구 도시미관과,3780000,경기도 성남시,37.454569,"경기도 성남시 수정구 오야동 245-20, 245-21, 245-27, 245-45",127.105963,41131-00149,,638,오야4호소공원,소공원,031-729-5452,,2025-11-11
,2023-06-30,,,,경기도 성남시 수정구 도시미관과,3780000,경기도 성남시,37.426881,경기도 성남시 수정구 고등동 605-2,127.096715,41131-00150,,2190.7,고등 어린이공원,어린이공원,031-729-5452,,2025-11-11
,2024-03-04,,,,경기도 성남시 수정구 도시미관과,3780000,경기도 성남시,37.427221,경기도 성남시 수정구 상적동 275-15,127.070985,41131-00151,,865,옛골 제1호 어린이공원,어린이공원,031-729-5452,,2025-11-11
,2025-10-20,,,,경기도 성남시 수정구 도시미관과,3780000,경기도 성남시,37.445473,경기도 성남시 수정구 신흥동 1967,127.147756,41131-00152,,38017.4,희망 어린이공원,어린이공원,031-729-5203,,2025-11-11
,2020-09-04,,,,경기도 성남시 수정구 도시미관과,3780000,경기도 성남시,37.408688,경기도 성남시 수정구 금토동 314-1 일원,127.089475,41131-00153,,451,소공원 1호(판교 제2테크노밸리),소공원,031-729-5452,,2025-11-11
어린이놀이터+물놀이장,1972-11-03,문화회관+도서관+청소년수련관,주차장+화장실,,경기도 성남시 공원과,3780000,경기도 성남시,37.431335,경기도 성남시 중원구 하대원동 108-4,127.145634,41133-00001,테니스장+배드민턴장+체력단련장,791668.6,대원공원,근린공원,031-729-4272,,2025-11-11
,1972-11-03,,화장실+탈의실,,경기도 성남시 공원과,3780000,경기도 성남시,37.421827,경기도 성남시 중원구 여수동 414-2,127.138436,41133-00002,유소년축구장,38841,여수공원,근린공원,031-729-4272,경기도 성남시 중원구 돌마로 1028,2025-11-11
어린이놀이터,1972-11-03,교통교육장+해외참전기념비,분수대+화장실+주차장,,경기도 성남시 공원과,3780000,경기도 성남시,37.445843,경기도 성남시 중원구 금광동 2449,127.170450,41133-00003,다목적운동장+테니스장+농구장+족구장,403343.4,황송공원,근린공원,031-729-4272,경기도 성남시 중원구 황송로 22,2025-11-11
어린이놀이터+물놀이장,1972-11-03,나눔목공소+온실,주차장+화장실+음수대,,경기도 성남시 공원과,3780000,경기도 성남시,37.453194,경기도 성남시 중원구 은행동 199-1,127.169027,41133-00004,배드민턴장+게이트볼장+족구장+농구장,200832.1,은행공원,근린공원,031-729-4272,경기도 성남시 중원구 금빛로112번길 35,2025-11-11
모험놀이장,1974-08-28,야외무대,주차장+화장실+전망대,,경기도 성남시 공원과,3780000,경기도 성남시,37.451505,경기도 성남시 중원구 금광동 2483,127.171127,41133-00005,다목적운동장+배드민턴장+체력단련장,72501,자혜공원,근린공원,031-729-4272,,2025-11-11
어린이놀이터+물놀이장,2006-03-13,전통문화체험관,주차장,,경기도 성남시 공원과,3780000,경기도 성남시,37.445785,경기도 성남시 중원구 상대원동 28,127.182298,41133-00006,체력단련장,21620,사기막골공원,근린공원,031-729-4272,경기도 성남시 중원구 사기막골로 209-1,2025-11-11
어린이놀이터,2007-01-04,,화장실+음수대,,경기도 성남시 공원과,3780000,경기도 성남시,37.431192,경기도 성남시 중원구 성남동 4861,127.124384,41133-00007,체력단련장+다목적구장,23848,여수지구1호(모란)공원,근린공원,031-729-4272,,2025-11-11
어린이놀이터,2007-01-04,,자전거보관대+음수대,,경기도 성남시 공원과,3780000,경기도 성남시,37.428575,경기도 성남시 중원구 성남동 4872,127.124423,41133-00008,체력단련장+다목적구장,11729.3,여수지구2호(모란생태)공원,근린공원,031-729-4272,,2025-11-11
어린이놀이터,2007-01-04,,,,경기도 성남시 공원과,3780000,경기도 성남시,37.419434,경기도 성남시 중원구 여수동 372,127.124096,41133-00009,풋살장+배드민턴장+다목적구장,50933.7,여수지구3호(시청)공원,근린공원,031-729-4272,,2025-11-11
,2007-01-04,,화장실+주차장,,경기도 성남시 공원과,3780000,경기도 성남시,37.421285,경기도 성남시 중원구 여수동 산10,127.132336,41133-00010,체력단련장+배드민턴장,82540.9,여수지구4호(여수울)공원,근린공원,031-729-4272,경기도 성남시 중원구 성남대로 1048번길 39,2025-11-11
,2003-06-20,야외무대,전망데크+휴게쉼터+주차장,,경기도 성남시 공원과,3780000,경기도 성남시,37.418011,경기도 성남시 중원구 도촌동 654,127.153451,41133-00011,족구장+배드민턴장+게이트볼장,62458.1,도촌 제1호(섬말)공원,근린공원,031-729-4272,,2025-11-11
,2009-06-30,,벤치,,경기도 성남시 공원과,3780000,경기도 성남시,37.417912,경기도 성남시 중원구 도촌동 659,127.156475,41133-00012,체력단련장,24806.9,도촌 제2호(독고개)공원,근린공원,031-729-4272,,2025-11-11
,2016-12-30,,,,대구광역시 달서구청,3470000,대구광역시 달서구,35.80159607,대구광역시 달서구 도원동 1473,128.536496,27290-00185,,36100,월배체육공원,체육공원,053-667-3636,대구광역시 달서구 갈밭남로 76,2025-11-10
,2019-07-10,,,,대구광역시 달서구청,3470000,대구광역시 달서구,35.8423695916,대구광역시 달서구 장기동 849,128.5358419148,27290-00186,,133,궁전소공원,소공원,053-667-2857,,2025-11-10
,2016-02-22,,,,대구광역시 달서구청,3470000,대구광역시 달서구,35.8398925735,대구광역시 달서구 본리동 1226,128.5331223715,27290-00187,,911,부용소공원,소공원,053-667-2857,,2025-11-10
,2025-02-20,,,,대구광역시 달서구청,3470000,대구광역시 달서구,35.856900,대구광역시 달서구 두류3동 496-11,128.560100,27290-00188,,978,희망소공원,소공원,053-667-2857,,2025-11-10
조합놀이대+그네+시소,2023-12-12,,,,대구광역시 달서구청,3470000,대구광역시 달서구,35.8019841605,대구광역시 달서구 도원동 산224-8,128.545931182,27290-00189,,117113,월광2수변공원,수변공원,053-667-3636,,2025-11-10
,2020-08-03,,,,대구광역시 달서구청,3470000,대구광역시 달서구,35.8415503548,대구광역시 달서구 본리동 1225,128.5329803958,27290-00190,,2677,모란어린이공원,어린이공원,053-667-2857,,2025-11-10
,1972-11-03,,,,경기도 성남시 공원과,3780000,경기도 성남시,37.415805,경기도 성남시 수정구 시흥동 산22,127.105985,41131-00003,골프연습장,173656,삼평공원,근린공원,031-729-4272,,2025-11-11
과학놀이터+놀이마당,1972-11-03,야생초화원+자연학습장,주차장+화장실+음수대,,경기도 성남시 공원과,3780000,경기도 성남시,37.463606,경기도 성남시 수정구 양지동 972,127.163646,41131-00004,테니스장+실내체육관,348806.5,양지공원,체육공원,031-729-4272,,2025-11-11
어린이놀이터+물놀이장,1974-08-31,도서관+야외학습장,주차장+화장실+팔각정,,경기도 성남시 공원과,3780000,경기도 성남시,37.454788,경기도 성남시 수정구 단대동 193,127.158822,41131-00005,체력단련장+게이트볼장,210700,단대공원,근린공원,031-729-4272,경기도 성남시 수정구 단대로16번길 25,2025-11-11
어린이놀이터,1972-11-03,,화장실+주차장,,경기도 성남시 공원과,3780000,경기도 성남시,37.452312,경기도 성남시 수정구 태평동 산50-5,127.134914,41131-00006,게이트볼장+배드민턴장+족구장,394759.3,영장공원,근린공원,031-729-4272,,2025-11-11
어린이놀이터+물놀이장,1972-11-03,청소년회관+도서관,주차장+전망대+화장실,,경기도 성남시 공원과,3780000,경기도 성남시,37.449309,경기도 성남시 수정구 신흥동 2345,127.150175,41131-00007,농구장+배드민턴장,162853.2,희망대공원,근린공원,031-729-4272,경기도 성남시 수정구 희망로509번길 20,2025-11-11
어린이놀이터,1999-07-06,야외무대+야생화단지,음수전+화장실,,경기도 성남시 공원과,3780000,경기도 성남시,37.435955,경기도 성남시 수정구 수진동 산41-3,127.125422,41131-00008,배드민턴장+농구장+발지압장,50600,수진공원,근린공원,031-729-4272,,2025-11-11
어린이놀이터,2008-08-05,야외무대+숲속체험공간,벤치+주차장,,경기도 성남시 공원과,3780000,경기도 성남시,37.467118,경기도 성남시 수정구 창곡동 산33,127.161197,41131-00009,풋살장+배드민턴장+족구장,625700.4,위례 제10호공원,근린공원,031-729-4272,,2025-11-11
수경시설,2010-01-06,,주차장+화장실,,경기도 성남시 공원과,3780000,경기도 성남시,37.468609,경기도 성남시 수정구 창곡동 521-3,127.143607,41131-00010,게이트볼장+체력단련장,60049.3,위례역사공원,역사공원,031-729-4272,,2025-11-11
어린이놀이터,2009-04-27,,주차장,,경기도 성남시 공원과,3780000,경기도 성남시,37.440739,경기도 성남시 수정구 태평동 7277,127.121716,41131-00011,야외운동기구,37281,태평공원,근린공원,031-729-4272,경기도 성남시 수정구 수정로 7,2025-11-11
,2011-10-13,,,,경기도 성남시 공원과,3780000,경기도 성남시,37.429034,경기도 성남시 수정구 고등동 588 일원,127.099110,41131-00012,야외운동기구,52464.2,고등공원,근린공원,031-729-4272,,2025-11-11
어린이놀이터+물놀이장,2011-10-13,,,,경기도 성남시 공원과,3780000,경기도 성남시,37.425166,경기도 성남시 수정구 고등동 606 일원,127.097766,41131-00013,야외운동기구,43483.2,고산공원,근린공원,031-729-4272,경기도 성남시 수정구 청계산로 732,2025-11-11
어린이놀이터,1998-12-07,,벤치,,경기도 성남시 수정구 도시미관과,3780000,경기도 성남시,37.467700,경기도 성남시 수정구 복정동 635,127.127869,41131-00014,,1726.2,복정공원,어린이공원,031-729-5203,,2025-11-11
